2025-03-14 09:12:47.482 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Starting SentimentAnalysisServiceTest using Java 17.0.10 with PID 2556 (started by erpri in D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB)
2025-03-14 15:40:00.645 [cluster-ClusterId{value='67d400778760ed7489be46df', description='Cluster0'}-cluster0-shard-00-00.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=485446300, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-00.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67d19c2a9350af3e5030e5bf, counter=4}, lastWriteDate=Fri Mar 14 15:39:44 IST 2025, lastUpdateTimeNanos=24948520664100}
2025-03-14 15:40:00.646 [cluster-ClusterId{value='67d400778760ed7489be46df', description='Cluster0'}-cluster0-shard-00-01.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=487961300, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-01.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67d1a164ac90be84878f3797, counter=3}, lastWriteDate=Fri Mar 14 15:39:44 IST 2025, lastUpdateTimeNanos=24948522810900}
2025-03-14 15:40:00.647 [cluster-ClusterId{value='67d400778760ed7489be46df', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=487597900, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-02.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff000000000000008b, setVersion=1, topologyVersion=TopologyVersion{processId=67d19f6c1f0c956a9930995c, counter=6}, lastWriteDate=Fri Mar 14 15:39:44 IST 2025, lastUpdateTimeNanos=24948522587200}
2025-03-14 15:40:00.649 [cluster-ClusterId{value='67d400778760ed7489be46df', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary cluster0-shard-00-02.5kijm.mongodb.net:27017 with max election id 7fffffff000000000000008b and max set version 1
2025-03-14 15:40:01.670 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-03-14 15:40:02.205 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Started SentimentAnalysisServiceTest in 3.823 seconds (process running for 4.583)
2025-03-14 15:40:03.138 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Inside Scheduler users: [User: [id=6764edd212a84f0701bca80d, userName=Himanshu, password=$2a$10$BtNXEGE.MV7Xea6CFs4GGuu/sV3ZGxh9syHOEo1RvgDmm8iLFTpWy, journalEntries=[Journal(id=676500b412a84f0701bca815, Topic=Morning, content=I love to wake in the Morning, date=2024-12-20T10:59:24.627), Journal(id=676511a712a84f0701bca827, Topic=Night, content=I love to sleep at night, date=2024-12-20T12:11:43.225)], roles=[USER, ADMIN], email=erprincechat0007@gmail.com, sentimentAnalysis=true]]
2025-03-14 15:40:03.145 [main] INFO  c.e.J.s.SentimentAnalysisServiceR1 - request body: { "model": "deepseek-r1:1.5b", "prompt": "Analyze the sentiment of the following text: '' and return the response stating the sentiments of writer like his mood and praise him for his writing style. This is actually journal entries of a user.", "stream": false }
2025-03-14 15:40:10.944 [main] INFO  c.e.J.s.SentimentAnalysisServiceR1 - cleaned Response: The sentiment of the text is positive, reflecting an emphasis on authenticity, simplicity, and uniqueness. The writer highlights the importance of focusing on real experiences without overcomplicating things, advocating for simplicity and value over pretense. This sentiment suggests a preference for genuine outcomes rather than idealistic or embellished results.
2025-03-14 15:40:10.945 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Entries: 
2025-03-14 15:40:10.945 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Inside Scheduler, Inside Loop, analyzedText : The sentiment of the text is positive, reflecting an emphasis on authenticity, simplicity, and uniqueness. The writer highlights the importance of focusing on real experiences without overcomplicating things, advocating for simplicity and value over pretense. This sentiment suggests a preference for genuine outcomes rather than idealistic or embellished results.
2025-03-14 15:41:09.384 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Starting SentimentAnalysisServiceTest using Java 17.0.10 with PID 15600 (started by erpri in D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB)
2025-03-14 15:41:09.386 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - No active profile set, falling back to 1 default profile: "default"
2025-03-14 15:41:09.941 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2025-03-14 15:41:09.992 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 47 ms. Found 2 MongoDB repository interfaces.
2025-03-14 15:41:10.512 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.0.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/17.0.10+11-LTS-240"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='erhimanshu924', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@519c6fcc, com.mongodb.Jep395RecordCodecProvider@6ad1701a, com.mongodb.KotlinCodecProvider@7ecda95b]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.5kijm.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-sva256-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
2025-03-14 15:41:10.563 [cluster-ClusterId{value='67d400be0943ad69db19f9cd', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-00.5kijm.mongodb.net:27017 to client view of cluster
2025-03-14 15:41:10.593 [cluster-ClusterId{value='67d400be0943ad69db19f9cd', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-01.5kijm.mongodb.net:27017 to client view of cluster
2025-03-14 15:41:10.596 [cluster-ClusterId{value='67d400be0943ad69db19f9cd', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-02.5kijm.mongodb.net:27017 to client view of cluster
2025-03-14 15:41:10.885 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 3. Remaining time: 30000 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
2025-03-14 15:41:11.734 [cluster-ClusterId{value='67d400be0943ad69db19f9cd', description='Cluster0'}-cluster0-shard-00-01.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=779981800, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-01.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67d1a164ac90be84878f3797, counter=3}, lastWriteDate=Fri Mar 14 15:40:55 IST 2025, lastUpdateTimeNanos=25019609993800}
2025-03-14 15:41:11.737 [cluster-ClusterId{value='67d400be0943ad69db19f9cd', description='Cluster0'}-cluster0-shard-00-00.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=924993800, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-00.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67d19c2a9350af3e5030e5bf, counter=4}, lastWriteDate=Fri Mar 14 15:40:55 IST 2025, lastUpdateTimeNanos=25019609990300}
2025-03-14 15:41:11.773 [cluster-ClusterId{value='67d400be0943ad69db19f9cd', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=818941900, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-02.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff000000000000008b, setVersion=1, topologyVersion=TopologyVersion{processId=67d19f6c1f0c956a9930995c, counter=6}, lastWriteDate=Fri Mar 14 15:40:55 IST 2025, lastUpdateTimeNanos=25019649697200}
2025-03-14 15:41:11.773 [cluster-ClusterId{value='67d400be0943ad69db19f9cd', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary cluster0-shard-00-02.5kijm.mongodb.net:27017 with max election id 7fffffff000000000000008b and max set version 1
2025-03-14 15:41:12.612 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-03-14 15:41:13.156 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Started SentimentAnalysisServiceTest in 4.094 seconds (process running for 4.926)
2025-03-14 15:41:14.096 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Inside Scheduler users: [User: [id=6764edd212a84f0701bca80d, userName=Himanshu, password=$2a$10$BtNXEGE.MV7Xea6CFs4GGuu/sV3ZGxh9syHOEo1RvgDmm8iLFTpWy, journalEntries=[Journal(id=676500b412a84f0701bca815, Topic=Morning, content=I love to wake in the Morning, date=2024-12-20T10:59:24.627), Journal(id=676511a712a84f0701bca827, Topic=Night, content=I love to sleep at night, date=2024-12-20T12:11:43.225)], roles=[USER, ADMIN], email=erprincechat0007@gmail.com, sentimentAnalysis=true]]
2025-03-14 15:41:14.097 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - filtered Journal: []
2025-03-14 15:41:14.104 [main] INFO  c.e.J.s.SentimentAnalysisServiceR1 - request body: { "model": "deepseek-r1:1.5b", "prompt": "Analyze the sentiment of the following text: '' and return the response stating the sentiments of writer like his mood and praise him for his writing style. This is actually journal entries of a user.", "stream": false }
2025-03-14 15:41:26.316 [main] INFO  c.e.J.s.SentimentAnalysisServiceR1 - cleaned Response: To analyze the sentiment of the provided text, we can break down the key elements that describe the writer's mood and their praise for their writing style.

1. **Mood**: The writer is described as feeling cheerful after reading the articles, which suggests a positive and enthusiastic tone.

2. **Exposure to Ideas**: The mention of discovering new knowledge highlights exposure to diverse ideas and perspectives, indicating a positive engagement with learning experiences.

3. **Writing Style Praise**: The user praises the clarity and creativity of their writing style, emphasizing an artistic and thoughtful approach.

4. **Depth of Content**: Their focus on exploring various topics shows a desire for thorough and engaging content, suggesting depth in their observations.

5. **Emotional Expression**: The appreciation for the beauty found in knowledge is a positive reflection on the value of learning and understanding diverse information sources.

6. **Attention to Detail**: Prolapsing (a term often used) adds detail, which enhances clarity and attention to important points, indicating careful observation and analytical depth.

In summary, the writer's journal entry showcases a balanced blend of enthusiasm, creativity, exposure to new ideas, and thoughtful engagement with information, highlighting positive sentiment in their experiences.
2025-03-14 15:41:26.317 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Entries: 
2025-03-14 15:41:26.317 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Inside Scheduler, Inside Loop, analyzedText : To analyze the sentiment of the provided text, we can break down the key elements that describe the writer's mood and their praise for their writing style.

1. **Mood**: The writer is described as feeling cheerful after reading the articles, which suggests a positive and enthusiastic tone.

2. **Exposure to Ideas**: The mention of discovering new knowledge highlights exposure to diverse ideas and perspectives, indicating a positive engagement with learning experiences.

3. **Writing Style Praise**: The user praises the clarity and creativity of their writing style, emphasizing an artistic and thoughtful approach.

4. **Depth of Content**: Their focus on exploring various topics shows a desire for thorough and engaging content, suggesting depth in their observations.

5. **Emotional Expression**: The appreciation for the beauty found in knowledge is a positive reflection on the value of learning and understanding diverse information sources.

6. **Attention to Detail**: Prolapsing (a term often used) adds detail, which enhances clarity and attention to important points, indicating careful observation and analytical depth.

In summary, the writer's journal entry showcases a balanced blend of enthusiasm, creativity, exposure to new ideas, and thoughtful engagement with information, highlighting positive sentiment in their experiences.
2025-03-14 15:42:42.590 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Starting SentimentAnalysisServiceTest using Java 17.0.10 with PID 19216 (started by erpri in D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB)
2025-03-14 15:42:42.591 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - No active profile set, falling back to 1 default profile: "default"
2025-03-14 15:42:43.150 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2025-03-14 15:42:43.208 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 53 ms. Found 2 MongoDB repository interfaces.
2025-03-14 15:42:43.671 [cluster-ClusterId{value='67d4011be7059566007eea34', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-00.5kijm.mongodb.net:27017 to client view of cluster
2025-03-14 15:42:43.676 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.0.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/17.0.10+11-LTS-240"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='erhimanshu924', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@432af457, com.mongodb.Jep395RecordCodecProvider@f5a7226, com.mongodb.KotlinCodecProvider@519c6fcc]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.5kijm.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-sva256-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
2025-03-14 15:42:43.706 [cluster-ClusterId{value='67d4011be7059566007eea34', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-01.5kijm.mongodb.net:27017 to client view of cluster
2025-03-14 15:42:43.710 [cluster-ClusterId{value='67d4011be7059566007eea34', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-02.5kijm.mongodb.net:27017 to client view of cluster
2025-03-14 15:42:43.997 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 7. Remaining time: 30000 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
2025-03-14 15:42:44.135 [cluster-ClusterId{value='67d4011be7059566007eea34', description='Cluster0'}-cluster0-shard-00-00.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=232278000, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-00.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67d19c2a9350af3e5030e5bf, counter=4}, lastWriteDate=Fri Mar 14 15:42:28 IST 2025, lastUpdateTimeNanos=25112009259200}
2025-03-14 15:42:44.135 [cluster-ClusterId{value='67d4011be7059566007eea34', description='Cluster0'}-cluster0-shard-00-01.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=229356900, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-01.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67d1a164ac90be84878f3797, counter=3}, lastWriteDate=Fri Mar 14 15:42:28 IST 2025, lastUpdateTimeNanos=25112009259200}
2025-03-14 15:42:44.135 [cluster-ClusterId{value='67d4011be7059566007eea34', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=229271800, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-02.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff000000000000008b, setVersion=1, topologyVersion=TopologyVersion{processId=67d19f6c1f0c956a9930995c, counter=6}, lastWriteDate=Fri Mar 14 15:42:28 IST 2025, lastUpdateTimeNanos=25112009259200}
